VCF_ID	Haul_ID
NoB16_19_a.CEL	haul_0062
NoB16_1_a.CEL	haul_0061
NoB16_20_a.CEL	haul_0056
NoB16_22_a.CEL	haul_0069
NoB16_3_a.CEL	haul_0011
NoB16_5_a.CEL	haul_0060
NoB16_7_a.CEL	haul_0018
NoB16_8_a.CEL	haul_0055
NoB16_9_a.CEL	haul_0016
NoB20_001.CEL	haul_0055
NoB20_002.CEL	haul_0054
NoB20_007.CEL	haul_0066
NoB20_009.CEL	haul_0033
NoB20_010.CEL	haul_0073
NoB20_011.CEL	haul_0058
NoB20_018.CEL	haul_0042
NoB20_019.CEL	haul_0012
NoB20_020.CEL	haul_0077
NoB20_021.CEL	haul_0013
NoB20_022.CEL	haul_0079
NoB20_027.CEL	haul_0048
NoB20_031.CEL	haul_0016
NoB20_033.CEL	haul_0055
NoB20_034.CEL	haul_0057
NoB20_036.CEL	haul_0053
NoB20_037.CEL	haul_0033
NoB20_038.CEL	haul_0033
NoB20_040.CEL	haul_0049
NoB20_041.CEL	haul_0058
NoB20_043.CEL	haul_0051
NoB20_046.CEL	haul_0073
NoB20_049.CEL	haul_0016
NoB20_051.CEL	haul_0080
NoB20_054.CEL	haul_0017
NoB20_055.CEL	haul_0018
NoB20_060.CEL	haul_0014
NoB20_061.CEL	haul_0055
NoB3_1.CEL	haul_0074
NoB3_10.CEL	haul_0042
NoB3_14.CEL	haul_0080
NoB3_16.CEL	haul_0017
NoB3_18.CEL	haul_0070
NoB3_19.CEL	haul_0059
NoB3_3.CEL	haul_0069
NoB3_32.CEL	haul_0036
NoB3_36.CEL	haul_0052
NoB3_37.CEL	haul_0055
NoB3_4.CEL	haul_0052
NoB3_5.CEL	haul_0072
NoB3_6.CEL	haul_0016
Ost04_15_a.CEL	haul_0010
Ost04_20_a.CEL	haul_0004
Ost04_35_a.CEL	haul_0071
Ost04_45_a.CEL	haul_0074
Ost10_Ble40_20_a.CEL	haul_0022
Ost10_Ble40_2_a.CEL	haul_0068
Ost10_Ble40_78_a.CEL	haul_0057
Sod01_43_a.CEL	haul_0032
Sod01_45_a.CEL	haul_0029
Sod01_84_a.CEL	haul_0029
Sod01_92_a.CEL	haul_0025
Sth02_003.CEL	haul_0053
Sth02_006.CEL	haul_0052
Sth02_022.CEL	haul_0029
Sth02_030.CEL	haul_0052
Sth02_038.CEL	haul_0069
Sth02_041.CEL	haul_0021
Sth07_015.CEL	haul_0067
Sth10_39_a.CEL	haul_0053
Sth11_10.CEL	haul_0023
Sth11_17.CEL	haul_0022
Sth11_7.CEL	haul_0061
Sth11_9.CEL	haul_0027
Sth12_27.CEL	haul_0025
Sth12_33.CEL	haul_0078
Sth13_26.CEL	haul_0059
Sth13_3.CEL	haul_0022
Sth13_33_a.CEL	haul_0060
Sth14_27.CEL	haul_0024
Sth14_36.CEL	haul_0079
Sth14_46.CEL	haul_0029
Sth15_12.CEL	haul_0029
Sth15_16.CEL	haul_0060
Sth15_22.CEL	haul_0074
Sth15_36.CEL	haul_0058
Sth15_45.CEL	haul_0027
Sth17_18.CEL	haul_0073
Sth17_29.CEL	haul_0059
Sth17_31.CEL	haul_0052
Sth17_46.CEL	haul_0030
Sth18_10.CEL	haul_0038
Sth18_4.CEL	haul_0076
Sth18_46.CEL	haul_0070
Sth19_25.CEL	haul_0054
Sth19_3.CEL	haul_0060
Sth19_50.CEL	haul_0024
Sth19_6.CEL	haul_0060
Sth19_8.CEL	haul_0025
Sth20_47.CEL	haul_0063
Sth20_50.CEL	haul_0021
Sth21_11.CEL	haul_0026
Sth21_8.CEL	haul_0026
Sth22_19_a.CEL	haul_0054
Sth22_5_a.CEL	haul_0031
Sth22_8_a.CEL	haul_0029
Sth24_117.CEL	haul_0036
Sth24_44.CEL	haul_0069
Sth24_57.CEL	haul_0064
Sth24_81.CEL	haul_0069
Sth27_104.CEL	haul_0055
Sth27_105.CEL	haul_0039
Sth27_109.CEL	haul_0028
Sth27_3.CEL	haul_0069
Sth27_76.CEL	haul_0039
Sth28_101.CEL	haul_0070
Sth28_15.CEL	haul_0074
Sth28_22.CEL	haul_0058
Sth28_26.CEL	haul_0022
Sth28_52.CEL	haul_0031
Sth28_62.CEL	haul_0024
Sth28_72.CEL	haul_0071
Sth28_79.CEL	haul_0062
Sth28_80.CEL	haul_0061
Sth28_91.CEL	haul_0034
Sth28_95.CEL	haul_0052
Sth29_16.CEL	haul_0035
Sth29_17.CEL	haul_0058
Sth29_21.CEL	haul_0062
Sth29_28.CEL	haul_0060
Sth29_82.CEL	haul_0029
Sth29_83.CEL	haul_0028
Sth30_55.CEL	haul_0069
Sth30_64.CEL	haul_0054
Sth30_69.CEL	haul_0053
Sth30_78.CEL	haul_0071
Sth33_11.CEL	haul_0067
Sth33_22.CEL	haul_0068
Sth33_28.CEL	haul_0057
Sth33_36.CEL	haul_0055
Sth33_45.CEL	haul_0072
Sth33_61.CEL	haul_0022
Sth33_76.CEL	haul_0071
Sth33_79.CEL	haul_0072
Sth33_86.CEL	haul_0053
Sth33_91.CEL	haul_0056
Sth34_1.CEL	haul_0073
Sth34_15.CEL	haul_0067
Sth34_22.CEL	haul_0058
Sth34_30.CEL	haul_0030
Sth34_38.CEL	haul_0061
Sth34_5.CEL	haul_0080
Sth34_65.CEL	haul_0067
Sth34_98.CEL	haul_0056
Sth35_11.CEL	haul_0077
Sth35_67.CEL	haul_0067
Sth36_18_a.CEL	haul_0006
Sth36_19_a.CEL	haul_0072
Sth36_21_a.CEL	haul_0080
Sth36_23_a.CEL	haul_0037
Sth36_27_a.CEL	haul_0033
Sth36_31.CEL	haul_0058
Sth36_32.CEL	haul_0022
Sth36_34.CEL	haul_0052
Sth36_5.CEL	haul_0063
Sth36_51.CEL	haul_0028
Sth36_7.CEL	haul_0066
Sth36_7_a.CEL	haul_0009
Sth37_50.CEL	haul_0056
Sth37_66.CEL	haul_0038
Sth37_71.CEL	haul_0036
Sth37_82.CEL	haul_0061
Sth37_84.CEL	haul_0068
Sth37_87.CEL	haul_0058
Sth38_25.CEL	haul_0065
Sth38_28.CEL	haul_0063
Sth38_4.CEL	haul_0076
Sth38_52.CEL	haul_0025
Sth38_65.CEL	haul_0053
Sth38_82.CEL	haul_0029
Sth39_42.CEL	haul_0054
Sth39_43.CEL	haul_0063
Sth39_46.CEL	haul_0064
Sth39_76.CEL	haul_0022
Sth39_77.CEL	haul_0025
Sth39_90.CEL	haul_0058
Sth39_96.CEL	haul_0054
Sth40_24.CEL	haul_0054
Sth40_26.CEL	haul_0021
Sth40_29.CEL	haul_0060
Sth40_6.CEL	haul_0027
Sth40_97.CEL	haul_0058
Sth41_31.CEL	haul_0074
Sth41_39.CEL	haul_0024
Sth41_44.CEL	haul_0021
Sth41_48.CEL	haul_0060
Sth41_5.CEL	haul_0071
Sth41_56.CEL	haul_0040
Sth41_6.CEL	haul_0062
Sth43_11.CEL	haul_0051
Sth43_14.CEL	haul_0059
Sth43_2.CEL	haul_0058
Sth43_36.CEL	haul_0070
Sth43_58.CEL	haul_0061
Sth43_80.CEL	haul_0066
Sth44_15.CEL	haul_0033
Sth44_33.CEL	haul_0022
Sth44_44.CEL	haul_0030
Sth44_46.CEL	haul_0052
Sth44_50.CEL	haul_0030
Sth44_51.CEL	haul_0022
Sth44_56.CEL	haul_0052
Sth44_59.CEL	haul_0051
Sth44_64.CEL	haul_0024
Sth44_65.CEL	haul_0072
Sth44_71.CEL	haul_0059
Sth44_75.CEL	haul_0076
Sth44_80.CEL	haul_0034
Sth44_81.CEL	haul_0078
Sth4_33.CEL	haul_0070
Sth4_40.CEL	haul_0055
Sth4_5.CEL	haul_0054
Sth6_13.CEL	haul_0027
Sth6_21.CEL	haul_0077
Sth6_29.CEL	haul_0078
Sth9_17.CEL	haul_0030
Sth9_20.CEL	haul_0056
Sth9_27.CEL	haul_0027
Sth9_34.CEL	haul_0056
Sth9_35.CEL	haul_0061
Sth9_49.CEL	haul_0056
Upp01_18_a.CEL	haul_0056
Upp01_1_a.CEL	haul_0070
Upp01_20_a.CEL	haul_0021
Upp01_2_a.CEL	haul_0023
Upp01_34_a.CEL	haul_0063
Upp01_3_a.CEL	haul_0051
Upp01_42_a.CEL	haul_0058
Upp01_43_a.CEL	haul_0054
Upp01_44_a.CEL	haul_0063
Upp01_46_a.CEL	haul_0038
Upp02_043.CEL	haul_0027
Upp02_047.CEL	haul_0026
Upp02_10_a.CEL	haul_0069
Upp02_11_a.CEL	haul_0039
Upp02_14_a.CEL	haul_0067
Upp02_18_a.CEL	haul_0025
Upp02_21_a.CEL	haul_0075
Upp02_26_a.CEL	haul_0051
Upp02_27_a.CEL	haul_0023
Upp02_2_a.CEL	haul_0023
Upp02_8_a.CEL	haul_0053
Upp03_012.CEL	haul_0030
Upp03_017.CEL	haul_0036
Upp03_038.CEL	haul_0064
Upp03_046.CEL	haul_0079
Upp03_053.CEL	haul_0059
Upp03_054.CEL	haul_0062
Upp04_012.CEL	haul_0080
Upp04_013.CEL	haul_0074
Upp04_017.CEL	haul_0057
Upp04_022.CEL	haul_0027
Upp04_024.CEL	haul_0068
Upp04_025.CEL	haul_0078
Upp04_028.CEL	haul_0079
Upp04_032.CEL	haul_0056
Upp04_042.CEL	haul_0053
Upp04_051.CEL	haul_0078
Upp05_010.CEL	haul_0021
Upp05_012.CEL	haul_0021
Upp05_023.CEL	haul_0072
Upp05_027.CEL	haul_0055
Upp05_036.CEL	haul_0064
Upp05_039.CEL	haul_0054
Upp05_040.CEL	haul_0057
Upp05_041.CEL	haul_0037
Upp05_042.CEL	haul_0063
Upp05_043.CEL	haul_0026
Upp05_044.CEL	haul_0021
Upp06_001.CEL	haul_0078
Upp06_012.CEL	haul_0030
Upp06_013.CEL	haul_0052
Upp06_014.CEL	haul_0033
Upp06_015.CEL	haul_0076
Upp06_016.CEL	haul_0026
Upp06_021.CEL	haul_0021
Upp06_022.CEL	haul_0026
Upp06_027.CEL	haul_0080
Upp06_028.CEL	haul_0023
Upp07_077.CEL	haul_0035
Upp08_20_a.CEL	haul_0051
Upp08_21_a.CEL	haul_0046
Upp08_22_a.CEL	haul_0013
Upp08_24_a.CEL	haul_0059
Upp08_25_a.CEL	haul_0071
Upp08_26_a.CEL	haul_0015
Upp08_28_a.CEL	haul_0052
Upp08_29_a.CEL	haul_0074
Upp08_2_a.CEL	haul_0072
Upp08_5_a.CEL	haul_0031
Upp10_1.CEL	haul_0041
Upp10_10.CEL	haul_0075
Upp10_11.CEL	haul_0048
Upp10_12.CEL	haul_0033
Upp10_13.CEL	haul_0039
Upp10_16.CEL	haul_0068
Upp10_18.CEL	haul_0047
Upp10_19.CEL	haul_0080
Upp10_2.CEL	haul_0062
Upp10_21.CEL	haul_0042
Upp10_22.CEL	haul_0065
Upp10_23.CEL	haul_0023
Upp10_24.CEL	haul_0068
Upp10_25.CEL	haul_0040
Upp10_26.CEL	haul_0066
Upp10_27.CEL	haul_0031
Upp10_29.CEL	haul_0041
Upp10_30.CEL	haul_0048
Upp10_31.CEL	haul_0078
Upp10_32.CEL	haul_0061
Upp10_33.CEL	haul_0070
Upp10_35.CEL	haul_0003
Upp10_36.CEL	haul_0044
Upp10_37.CEL	haul_0074
Upp10_39.CEL	haul_0062
Upp10_4.CEL	haul_0046
Upp10_40.CEL	haul_0063
Upp10_43.CEL	haul_0072
Upp10_45.CEL	haul_0042
Upp10_47.CEL	haul_0073
Upp10_49.CEL	haul_0078
Upp10_5.CEL	haul_0063
Upp10_51.CEL	haul_0043
Upp10_52.CEL	haul_0047
Upp10_53.CEL	haul_0036
Upp10_54.CEL	haul_0079
Upp10_55.CEL	haul_0079
Upp10_56.CEL	haul_0065
Upp10_58.CEL	haul_0043
Upp10_59.CEL	haul_0077
Upp10_61.CEL	haul_0046
Upp10_62.CEL	haul_0049
Upp10_63.CEL	haul_0041
Upp10_64.CEL	haul_0062
Upp10_7.CEL	haul_0006
Upp10_8.CEL	haul_0070
Upp10_9.CEL	haul_0043
Upp11_1.CEL	haul_0075
Upp11_10.CEL	haul_0072
Upp11_11.CEL	haul_0070
Upp11_12.CEL	haul_0073
Upp11_13.CEL	haul_0020
Upp11_14.CEL	haul_0040
Upp11_15.CEL	haul_0011
Upp11_16.CEL	haul_0069
Upp11_2.CEL	haul_0050
Upp11_20.CEL	haul_0063
Upp11_21.CEL	haul_0036
Upp11_22.CEL	haul_0025
Upp11_23.CEL	haul_0044
Upp11_24.CEL	haul_0048
Upp11_25.CEL	haul_0047
Upp11_27.CEL	haul_0044
Upp11_28.CEL	haul_0001
Upp11_29.CEL	haul_0016
Upp11_3.CEL	haul_0025
Upp11_30.CEL	haul_0070
Upp11_31.CEL	haul_0009
Upp11_32.CEL	haul_0050
Upp11_33.CEL	haul_0079
Upp11_34.CEL	haul_0079
Upp11_35.CEL	haul_0048
Upp11_37.CEL	haul_0078
Upp11_38.CEL	haul_0005
Upp11_39.CEL	haul_0077
Upp11_40.CEL	haul_0050
Upp11_41.CEL	haul_0071
Upp11_42.CEL	haul_0047
Upp11_43.CEL	haul_0047
Upp11_44.CEL	haul_0077
Upp11_45.CEL	haul_0024
Upp11_46.CEL	haul_0062
Upp11_47.CEL	haul_0045
Upp11_49.CEL	haul_0013
Upp11_5.CEL	haul_0045
Upp11_50.CEL	haul_0062
Upp11_51.CEL	haul_0042
Upp11_6.CEL	haul_0050
Upp11_7.CEL	haul_0075
Upp11_8.CEL	haul_0075
Upp11_9.CEL	haul_0048
Upp7_2.CEL	haul_0028
Upp7_44.CEL	haul_0028
Upp7_55.CEL	haul_0066
Upp9_10.CEL	haul_0079
Upp9_11.CEL	haul_0024
Upp9_13.CEL	haul_0043
Upp9_18.CEL	haul_0064
Upp9_19.CEL	haul_0049
Upp9_26.CEL	haul_0008
Upp9_36.CEL	haul_0048
Upp9_37.CEL	haul_0074
Upp9_38.CEL	haul_0063
Upp9_41.CEL	haul_0072
Upp9_48.CEL	haul_0076
Upp9_5.CEL	haul_0030
Upp9_6.CEL	haul_0072
Upp9_8.CEL	haul_0040
VA-N9_1.CEL	haul_0033
VA-N9_13.CEL	haul_0074
VA-N9_18.CEL	haul_0054
VA-N9_19.CEL	haul_0053
VA-N9_23.CEL	haul_0029
VA-N9_24.CEL	haul_0031
VA-N9_26.CEL	haul_0024
VA-N9_30.CEL	haul_0023
VA-N9_33.CEL	haul_0058
VA-N9_39.CEL	haul_0075
VA-N9_9.CEL	haul_0028
VA-b6_11.CEL	haul_0055
VA-b6_19.CEL	haul_0057
VA-b6_24.CEL	haul_0052
VA-b6_41.CEL	haul_0029
VA-b6_65.CEL	haul_0059
VA-b6_68.CEL	haul_0061
VA_b15_1.CEL	haul_0053
VA_b15_14.CEL	haul_0045
VA_b15_15.CEL	haul_0074
VA_b15_17.CEL	haul_0064
VA_b15_20.CEL	haul_0058
VA_b15_23.CEL	haul_0066
VA_b15_26.CEL	haul_0052
VA_b15_29.CEL	haul_0060
VA_b15_31.CEL	haul_0058
VA_b15_32.CEL	haul_0052
VA_b15_34.CEL	haul_0016
VA_b15_35.CEL	haul_0053
VA_b15_39.CEL	haul_0063
VA_b15_4.CEL	haul_0075
VA_b15_40.CEL	haul_0056
VA_b15_45.CEL	haul_0045
VA_b15_48.CEL	haul_0073
VA_b15_7.CEL	haul_0065
VA_b16_10.CEL	haul_0057
VA_b16_12.CEL	haul_0047
VA_b16_14.CEL	haul_0062
VA_b16_17.CEL	haul_0050
VA_b16_22.CEL	haul_0055
VA_b16_27.CEL	haul_0074
VA_b16_29.CEL	haul_0073
VA_b16_3.CEL	haul_0078
VA_b16_31.CEL	haul_0075
VA_b16_33.CEL	haul_0057
VA_b16_37.CEL	haul_0054
VA_b16_4.CEL	haul_0041
VA_b16_40.CEL	haul_0063
VA_b16_43.CEL	haul_0053
VA_b16_6.CEL	haul_0055
VA_b17_1.CEL	haul_0049
VA_b17_17.CEL	haul_0069
VA_b17_21.CEL	haul_0059
VA_b17_24.CEL	haul_0056
VA_b17_29.CEL	haul_0052
VA_b17_31.CEL	haul_0074
VA_b17_32.CEL	haul_0059
VA_b17_37.CEL	haul_0044
VA_b17_38.CEL	haul_0065
VA_b17_39.CEL	haul_0058
VA_b17_42.CEL	haul_0057
VA_b17_44.CEL	haul_0050
VA_b17_49.CEL	haul_0017
VA_b17_6.CEL	haul_0067
VA_b18_1.CEL	haul_0057
VA_b18_21.CEL	haul_0078
VA_b18_26.CEL	haul_0065
VA_b18_32.CEL	haul_0052
VA_b18_36.CEL	haul_0013
VA_b18_38.CEL	haul_0078
VA_b18_44.CEL	haul_0075
VA_b18_46.CEL	haul_0060
VA_b18_47.CEL	haul_0076
VA_b18_6.CEL	haul_0047
VA_b19_13.CEL	haul_0077
VA_b19_18.CEL	haul_0064
VA_b19_20.CEL	haul_0020
VA_b19_33.CEL	haul_0075
VA_b19_35.CEL	haul_0014
VA_b19_38.CEL	haul_0015
VA_b19_47.CEL	haul_0051
VA_b19_54.CEL	haul_0077
VA_b19_55.CEL	haul_0056
VA_b19_58.CEL	haul_0071
VA_b19_6.CEL	haul_0077
VA_b20_3.CEL	haul_0055
VA_b20_34.CEL	haul_0068
VA_b20_35.CEL	haul_0068
VA_b20_36.CEL	haul_0029
VA_b21_1.CEL	haul_0065
VA_b21_15.CEL	haul_0018
VA_b21_20.CEL	haul_0041
VA_b21_25.CEL	haul_0011
VA_b21_30.CEL	haul_0064
VA_b21_34.CEL	haul_0051
VA_b21_37.CEL	haul_0045
VA_b21_38.CEL	haul_0041
VA_b21_40.CEL	haul_0079
VA_b21_42.CEL	haul_0061
VA_b21_43.CEL	haul_0067
VA_b21_46.CEL	haul_0057
VA_b21_47.CEL	haul_0054
VA_b21_48.CEL	haul_0053
VA_b21_8.CEL	haul_0057
VA_b22_10.CEL	haul_0046
VA_b22_2.CEL	haul_0047
VA_b22_24.CEL	haul_0068
VA_b22_27.CEL	haul_0014
VA_b22_30.CEL	haul_0071
VA_b22_39.CEL	haul_0043
VA_b23_13.CEL	haul_0075
VA_b23_14.CEL	haul_0051
VA_b23_15.CEL	haul_0057
VA_b23_16.CEL	haul_0059
VA_b23_17.CEL	haul_0052
VA_b23_18.CEL	haul_0043
VA_b23_2.CEL	haul_0015
VA_b23_22.CEL	haul_0054
VA_b23_32.CEL	haul_0056
VA_b23_38.CEL	haul_0058
VA_b23_47.CEL	haul_0014
VA_b23_49.CEL	haul_0048
VA_b23_51.CEL	haul_0066
VA_b23_6.CEL	haul_0042
VA_b23_8.CEL	haul_0034
VA_b24_10.CEL	haul_0036
VA_b24_22.CEL	haul_0064
VA_b24_24.CEL	haul_0026
VA_b24_37.CEL	haul_0075
VA_b24_38.CEL	haul_0022
VA_b24_49.CEL	haul_0056
VA_b24_56.CEL	haul_0078
VA_b24_61.CEL	haul_0034
VA_b24_66.CEL	haul_0051
VA_b24_71.CEL	haul_0059
VA_b24_76.CEL	haul_0055
VA_b24_77.CEL	haul_0072
VAb01_11_a.CEL	haul_0077
VAb01_13_a.CEL	haul_0053
VAb01_17_a.CEL	haul_0051
VAb01_18_a.CEL	haul_0062
VAb01_1_a.CEL	haul_0057
VAb01_20_a.CEL	haul_0065
VAb01_21_a.CEL	haul_0074
VAb01_32_a.CEL	haul_0051
VAb01_34_a.CEL	haul_0063
VAb01_36_a.CEL	haul_0016
VAb01_37_a.CEL	haul_0073
VAb01_38_a.CEL	haul_0046
VAb01_39_a.CEL	haul_0015
VAb01_40_a.CEL	haul_0011
VAb01_41_a.CEL	haul_0013
VAb01_42_a.CEL	haul_0061
VAb01_46_a.CEL	haul_0041
VAb01_7_a.CEL	haul_0049
VAb01_8_a.CEL	haul_0044
VAb01_9_a.CEL	haul_0034
VAb02_10_a.CEL	haul_0076
VAb02_11_a.CEL	haul_0059
VAb02_12_a.CEL	haul_0067
VAb02_16_a.CEL	haul_0049
VAb02_18_a.CEL	haul_0046
VAb02_20_a.CEL	haul_0047
VAb02_22_a.CEL	haul_0060
VAb02_23_a.CEL	haul_0060
VAb02_26_a.CEL	haul_0015
VAb02_29_a.CEL	haul_0017
VAb02_33_a.CEL	haul_0066
VAb02_34_a.CEL	haul_0053
VAb02_37_a.CEL	haul_0063
VAb02_38_a.CEL	haul_0076
VAb02_39_a.CEL	haul_0052
VAb02_42_a.CEL	haul_0074
VAb02_43_a.CEL	haul_0041
VAb02_4_a.CEL	haul_0055
VAb02_51_a.CEL	haul_0052
VAb02_52_a.CEL	haul_0061
VAb02_5_a.CEL	haul_0054
VAb02_6_a.CEL	haul_0015
VAb02_7_a.CEL	haul_0038
VAb02_8_a.CEL	haul_0059
VaN01_18_a.CEL	haul_0022
VaN01_24_a.CEL	haul_0073
VaN01_29_a.CEL	haul_0056
VaN01_30_a.CEL	haul_0023
VaN01_32_a.CEL	haul_0055
VaN01_38_a.CEL	haul_0062
VaN01_39_a.CEL	haul_0053
VaN01_41_a.CEL	haul_0055
VaN01_55_a.CEL	haul_0064
VaN01_9_a.CEL	haul_0058
VaN02_17_a.CEL	haul_0061
VaN02_23_a.CEL	haul_0040
VaN02_27_a.CEL	haul_0027
VaN02_38_a.CEL	haul_0051
VaN02_44_a.CEL	haul_0030
VaN02_47_a.CEL	haul_0028
VaN02_48_a.CEL	haul_0073
VaN02_49_a.CEL	haul_0027
VaN02_50_a.CEL	haul_0067
VaN02_52_a.CEL	haul_0074
VaN02_58_a.CEL	haul_0080
VaN02_5_a.CEL	haul_0026
VaN02_7_a.CEL	haul_0060
VaN04_12_a.CEL	haul_0080
VaN04_15_a.CEL	haul_0065
VaN04_22_a.CEL	haul_0071
VaN04_39_a.CEL	haul_0039
VaN04_68_a.CEL	haul_0023
VaN04_78_a.CEL	haul_0065
VaN04_81_a.CEL	haul_0060
VaN05_16_a.CEL	haul_0052
VaN05_20_a.CEL	haul_0069
VaN05_2_a.CEL	haul_0029
VaN05_30_a.CEL	haul_0065
VaN05_31_a.CEL	haul_0055
VaN05_32_a.CEL	haul_0025
VaN05_34_a.CEL	haul_0028
VaN05_37_a.CEL	haul_0028
VaN05_43_a.CEL	haul_0071
VaN05_44_a.CEL	haul_0069
VaN05_7_a.CEL	haul_0077
VaN05_8_a.CEL	haul_0057
VaN06_24_a.CEL	haul_0024
VaN06_29_a.CEL	haul_0023
VaN07_14_a.CEL	haul_0060
VaN07_15_a.CEL	haul_0036
VaN07_29_a.CEL	haul_0021
VaN07_2_a.CEL	haul_0072
VaN12_11_a.CEL	haul_0070
VaN12_13_a.CEL	haul_0047
VaN12_19_a.CEL	haul_0067
VaN12_20_a.CEL	haul_0034
VaN12_21_a.CEL	haul_0035
VaN12_4_a.CEL	haul_0074
VaN12_5_a.CEL	haul_0049
VaN12_6_a.CEL	haul_0027
VaN12_7_a.CEL	haul_0068
VaN12_8_a.CEL	haul_0008
VaN13_12_a.CEL	haul_0015
VaN13_16_a.CEL	haul_0046
VaN13_18_a.CEL	haul_0022
VaN13_1_a.CEL	haul_0061
VaN13_20_a.CEL	haul_0017
VaN13_25_a.CEL	haul_0078
VaN13_3_a.CEL	haul_0076
VaN13_4_a.CEL	haul_0064
VaN13_6_a.CEL	haul_0080
VaN13_8_a.CEL	haul_0033
Vab03_13_a.CEL	haul_0043
Vab03_14_a.CEL	haul_0069
Vab03_18_a.CEL	haul_0017
Vab03_22_a.CEL	haul_0064
Vab03_25_a.CEL	haul_0069
Vab03_29_a.CEL	haul_0039
Vab03_37_a.CEL	haul_0047
Vab03_38_a.CEL	haul_0044
Vab03_41_a.CEL	haul_0047
Vab03_46_a.CEL	haul_0071
Vab03_47_a.CEL	haul_0072
Vab03_48_a.CEL	haul_0056
Vab03_4_a.CEL	haul_0062
Vab03_7_a.CEL	haul_0042
Vab04_11_a.CEL	haul_0042
Vab04_19_a.CEL	haul_0078
Vab04_20_a.CEL	haul_0064
Vab04_25_a.CEL	haul_0034
Vab04_28_a.CEL	haul_0059
Vab04_29_a.CEL	haul_0051
Vab04_35_a.CEL	haul_0019
Vab04_36_a.CEL	haul_0054
Vab04_49_a.CEL	haul_0070
Vab04_57_a.CEL	haul_0048
Vab04_58_a.CEL	haul_0076
Vab04_5_a.CEL	haul_0050
Vab04_63_a.CEL	haul_0013
Vab04_69_a.CEL	haul_0055
Vab04_76_a.CEL	haul_0048
Vab04_88_a.CEL	haul_0018
Vab04_90_a.CEL	haul_0053
Vab04_9_a.CEL	haul_0013
Vab05_14_a.CEL	haul_0078
Vab05_18_a.CEL	haul_0068
Vab05_20_a.CEL	haul_0067
Vab05_25_a.CEL	haul_0020
Vab05_27_a.CEL	haul_0014
Vab05_2_a.CEL	haul_0078
Vab05_30_a.CEL	haul_0045
Vab05_32_a.CEL	haul_0043
Vab05_36_a.CEL	haul_0051
Vab05_39_a.CEL	haul_0062
Vab05_44_a.CEL	haul_0056
Vab05_46_a.CEL	haul_0012
Vab05_47_a.CEL	haul_0018
Vab05_48_a.CEL	haul_0055
Vab05_49_a.CEL	haul_0020
Vab05_52_a.CEL	haul_0060
Vab05_53_a.CEL	haul_0060
Vab05_54_a.CEL	haul_0058
