VCF_ID	BioSample_ID	Capture_Population	Spawning_Ecotype	Phenotype_ID	Population	Simulated_Haul_ID	True_Proportion
Ble29_27.CEL	BLE29_27.CEL	BLE29	SPRING	BLE29_SPRING	South	haul_0006	50A_0N_0C_50S
Ble29_31.CEL	BLE29_31.CEL	BLE29	SPRING	BLE29_SPRING	South	haul_0010	50A_0N_0C_50S
Ble29_35.CEL	BLE29_35.CEL	BLE29	SPRING	BLE29_SPRING	South	haul_0038	50A_16N_17C_17S
Ble29_38.CEL	BLE29_38.CEL	BLE29	SPRING	BLE29_SPRING	South	haul_0075	25A_25N_25C_25S
Ble29_42.CEL	BLE29_42.CEL	BLE29	SPRING	BLE29_SPRING	South	haul_0034	50A_16N_17C_17S
Ble29_45.CEL	BLE29_45.CEL	BLE29	SPRING	BLE29_SPRING	South	haul_0073	25A_25N_25C_25S
Ble29_56.CEL	BLE29_56.CEL	BLE29	SPRING	BLE29_SPRING	South	haul_0001	50A_0N_0C_50S
Ble29_57.CEL	BLE29_57.CEL	BLE29	SPRING	BLE29_SPRING	South	haul_0003	50A_0N_0C_50S
Ble29_58.CEL	BLE29_58.CEL	BLE29	SPRING	BLE29_SPRING	South	haul_0035	50A_16N_17C_17S
Ble29_59.CEL	BLE29_59.CEL	BLE29	SPRING	BLE29_SPRING	South	haul_0004	50A_0N_0C_50S
Ble29_61.CEL	BLE29_61.CEL	BLE29	SPRING	BLE29_SPRING	South	haul_0005	50A_0N_0C_50S
Ble29_66.CEL	BLE29_66.CEL	BLE29	SPRING	BLE29_SPRING	South	haul_0033	50A_16N_17C_17S
Ble29_77.CEL	BLE29_77.CEL	BLE29	SPRING	BLE29_SPRING	South	haul_0009	50A_0N_0C_50S
Ble29_79.CEL	BLE29_79.CEL	BLE29	SPRING	BLE29_SPRING	South	haul_0007	50A_0N_0C_50S
Ble29_9.CEL	BLE29_9.CEL	BLE29	SPRING	BLE29_SPRING	South	haul_0077	25A_25N_25C_25S
Ble31_28_a.CEL	BLE31_28.CEL	BLE31	SPRING	BLE31_SPRING	South	haul_0077	25A_25N_25C_25S
Ble31_39_a.CEL	BLE31_39.CEL	BLE31	SPRING	BLE31_SPRING	South	haul_0002	50A_0N_0C_50S
Ble43_12.CEL	BLE43_12.CEL	BLE43	SPRING	BLE43_SPRING	South	haul_0003	50A_0N_0C_50S
Ble43_19.CEL	BLE43_19.CEL	BLE43	SPRING	BLE43_SPRING	South	haul_0006	50A_0N_0C_50S
Ble43_24.CEL	BLE43_24.CEL	BLE43	SPRING	BLE43_SPRING	South	haul_0075	25A_25N_25C_25S
Ble43_28.CEL	BLE43_28.CEL	BLE43	SPRING	BLE43_SPRING	South	haul_0078	25A_25N_25C_25S
Ble43_30.CEL	BLE43_30.CEL	BLE43	SPRING	BLE43_SPRING	South	haul_0001	50A_0N_0C_50S
Ble43_36.CEL	BLE43_36.CEL	BLE43	SPRING	BLE43_SPRING	South	haul_0007	50A_0N_0C_50S
Ble43_4.CEL	BLE43_4.CEL	BLE43	SPRING	BLE43_SPRING	South	haul_0038	50A_16N_17C_17S
Ble43_40.CEL	BLE43_40.CEL	BLE43	SPRING	BLE43_SPRING	South	haul_0006	50A_0N_0C_50S
Ble44_15.CEL	BLE44_15.CEL	BLE44	SPRING	BLE44_SPRING	South	haul_0002	50A_0N_0C_50S
Ble44_17.CEL	BLE44_17.CEL	BLE44	SPRING	BLE44_SPRING	South	haul_0040	50A_16N_17C_17S
Ble44_19.CEL	BLE44_19.CEL	BLE44	SPRING	BLE44_SPRING	South	haul_0078	25A_25N_25C_25S
Ble44_22.CEL	BLE44_22.CEL	BLE44	SPRING	BLE44_SPRING	South	haul_0007	50A_0N_0C_50S
Ble44_24.CEL	BLE44_24.CEL	BLE44	SPRING	BLE44_SPRING	South	haul_0001	50A_0N_0C_50S
Ble44_27.CEL	BLE44_27.CEL	BLE44	SPRING	BLE44_SPRING	South	haul_0003	50A_0N_0C_50S
Ble44_36.CEL	BLE44_36.CEL	BLE44	SPRING	BLE44_SPRING	South	haul_0005	50A_0N_0C_50S
Ble44_7.CEL	BLE44_7.CEL	BLE44	SPRING	BLE44_SPRING	South	haul_0033	50A_16N_17C_17S
Ble45_13.CEL	BLE45_13.CEL	BLE45	SPRING	BLE45_SPRING	South	haul_0077	25A_25N_25C_25S
Ble45_15.CEL	BLE45_15.CEL	BLE45	SPRING	BLE45_SPRING	South	haul_0001	50A_0N_0C_50S
Ble45_17.CEL	BLE45_17.CEL	BLE45	SPRING	BLE45_SPRING	South	haul_0010	50A_0N_0C_50S
Ble46_19.CEL	BLE46_19.CEL	BLE46	SPRING	BLE46_SPRING	South	haul_0004	50A_0N_0C_50S
Ble46_20.CEL	BLE46_20.CEL	BLE46	SPRING	BLE46_SPRING	South	haul_0076	25A_25N_25C_25S
Ble46_22.CEL	BLE46_22.CEL	BLE46	SPRING	BLE46_SPRING	South	haul_0009	50A_0N_0C_50S
Ble46_5.CEL	BLE46_5.CEL	BLE46	SPRING	BLE46_SPRING	South	haul_0077	25A_25N_25C_25S
Ble46_6.CEL	BLE46_6.CEL	BLE46	SPRING	BLE46_SPRING	South	haul_0005	50A_0N_0C_50S
GA-v1_12.CEL	GAV1_12.CEL	GAV01	SPRING	GAV01_SPRING	Central	haul_0060	0A_50N_50C_0S
GA-v1_26.CEL	GAV1_26.CEL	GAV01	SPRING	GAV01_SPRING	Central	haul_0069	33A_33N_33C_0S
GA-v1_30.CEL	GAV1_30.CEL	GAV01	SPRING	GAV01_SPRING	Central	haul_0062	33A_33N_33C_0S
GA-v1_44.CEL	GAV1_44.CEL	GAV01	SPRING	GAV01_SPRING	Central	haul_0054	0A_50N_50C_0S
GA-v1_8.CEL	GAV1_8.CEL	GAV01	SPRING	GAV01_SPRING	Central	haul_0053	0A_50N_50C_0S
GA-v6_26.CEL	GAV6_26.CEL	GAV06	SPRING	GAV06_SPRING	Central	haul_0025	50A_0N_50C_0S
GA-v6_34.CEL	GAV6_34.CEL	GAV06	SPRING	GAV06_SPRING	Central	haul_0030	50A_0N_50C_0S
GA-v6_40.CEL	GAV6_40.CEL	GAV06	SPRING	GAV06_SPRING	Central	haul_0079	25A_25N_25C_25S
GA-v6_45.CEL	GAV6_45.CEL	GAV06	SPRING	GAV06_SPRING	Central	haul_0030	50A_0N_50C_0S
GA-v6_7.CEL	GAV6_7.CEL	GAV06	SPRING	GAV06_SPRING	Central	haul_0067	33A_33N_33C_0S
GA-v6_76.CEL	GAV6_76.CEL	GAV06	SPRING	GAV06_SPRING	Central	haul_0026	50A_0N_50C_0S
GA-v6_85.CEL	GAV6_85.CEL	GAV06	SPRING	GAV06_SPRING	Central	haul_0051	0A_50N_50C_0S
GA-v6_93.CEL	GAV6_93.CEL	GAV06	SPRING	GAV06_SPRING	Central	haul_0064	33A_33N_33C_0S
GA_v22_11.CEL	GAV22_11.CEL	GAV22	SPRING	GAV22_SPRING	Central	haul_0029	50A_0N_50C_0S
GA_v22_18.CEL	GAV22_18.CEL	GAV22	SPRING	GAV22_SPRING	Central	haul_0064	33A_33N_33C_0S
GA_v22_22.CEL	GAV22_22.CEL	GAV22	SPRING	GAV22_SPRING	Central	haul_0059	0A_50N_50C_0S
GA_v22_23.CEL	GAV22_23.CEL	GAV22	SPRING	GAV22_SPRING	Central	haul_0034	50A_16N_17C_17S
GA_v22_25.CEL	GAV22_25.CEL	GAV22	SPRING	GAV22_SPRING	Central	haul_0034	50A_16N_17C_17S
GA_v22_3.CEL	GAV22_3.CEL	GAV22	SPRING	GAV22_SPRING	Central	haul_0077	25A_25N_25C_25S
GA_v22_32.CEL	GAV22_32.CEL	GAV22	SPRING	GAV22_SPRING	Central	haul_0037	50A_16N_17C_17S
GA_v22_37.CEL	GAV22_37.CEL	GAV22	SPRING	GAV22_SPRING	Central	haul_0028	50A_0N_50C_0S
GA_v22_42.CEL	GAV22_42.CEL	GAV22	SPRING	GAV22_SPRING	Central	haul_0060	0A_50N_50C_0S
GA_v22_43.CEL	GAV22_43.CEL	GAV22	SPRING	GAV22_SPRING	Central	haul_0026	50A_0N_50C_0S
GA_v22_52.CEL	GAV22_52.CEL	GAV22	SPRING	GAV22_SPRING	Central	haul_0025	50A_0N_50C_0S
GA_v23_12.CEL	GAV23_12.CEL	GAV23	SPRING	GAV23_SPRING	Central	haul_0065	33A_33N_33C_0S
GA_v23_6.CEL	GAV23_6.CEL	GAV23	SPRING	GAV23_SPRING	Central	haul_0033	50A_16N_17C_17S
GA_v23_7.CEL	GAV23_7.CEL	GAV23	SPRING	GAV23_SPRING	Central	haul_0053	0A_50N_50C_0S
GA_v25_11.CEL	GAV25_11.CEL	GAV25	SPRING	GAV25_SPRING	Central	haul_0035	50A_16N_17C_17S
GA_v25_17.CEL	GAV25_17.CEL	GAV25	SPRING	GAV25_SPRING	Central	haul_0057	0A_50N_50C_0S
GA_v25_29.CEL	GAV25_29.CEL	GAV25	SPRING	GAV25_SPRING	Central	haul_0075	25A_25N_25C_25S
GA_v25_41.CEL	GAV25_41.CEL	GAV25	SPRING	GAV25_SPRING	Central	haul_0069	33A_33N_33C_0S
GA_v25_49.CEL	GAV25_49.CEL	GAV25	SPRING	GAV25_SPRING	Central	haul_0028	50A_0N_50C_0S
GA_v26_13.CEL	GAV26_13.CEL	GAV26	SPRING	GAV26_SPRING	Central	haul_0023	50A_0N_50C_0S
GA_v26_19.CEL	GAV26_19.CEL	GAV26	SPRING	GAV26_SPRING	Central	haul_0076	25A_25N_25C_25S
GA_v26_25.CEL	GAV26_25.CEL	GAV26	SPRING	GAV26_SPRING	Central	haul_0057	0A_50N_50C_0S
GA_v26_29.CEL	GAV26_29.CEL	GAV26	SPRING	GAV26_SPRING	Central	haul_0064	33A_33N_33C_0S
GA_v26_3.CEL	GAV26_3.CEL	GAV26	SPRING	GAV26_SPRING	Central	haul_0079	25A_25N_25C_25S
GA_v26_4.CEL	GAV26_4.CEL	GAV26	SPRING	GAV26_SPRING	Central	haul_0057	0A_50N_50C_0S
GA_v27_20.CEL	GAV27_20.CEL	GAV27	SPRING	GAV27_SPRING	Central	haul_0080	25A_25N_25C_25S
GA_v27_22.CEL	GAV27_22.CEL	GAV27	SPRING	GAV27_SPRING	Central	haul_0067	33A_33N_33C_0S
GA_v27_24.CEL	GAV27_24.CEL	GAV27	SPRING	GAV27_SPRING	Central	haul_0065	33A_33N_33C_0S
Gav02_10_a.CEL	GAV02_10.CEL	GAV02	SPRING	GAV02_SPRING	Central	haul_0059	0A_50N_50C_0S
Gav02_25_a.CEL	GAV02_25.CEL	GAV02	SPRING	GAV02_SPRING	Central	haul_0058	0A_50N_50C_0S
Gav02_29_a.CEL	GAV02_29.CEL	GAV02	SPRING	GAV02_SPRING	Central	haul_0059	0A_50N_50C_0S
Gav02_34_a.CEL	GAV02_34.CEL	GAV02	SPRING	GAV02_SPRING	Central	haul_0057	0A_50N_50C_0S
Gav02_42_a.CEL	GAV02_42.CEL	GAV02	SPRING	GAV02_SPRING	Central	haul_0024	50A_0N_50C_0S
Gav02_6_a.CEL	GAV02_6.CEL	GAV02	SPRING	GAV02_SPRING	Central	haul_0052	0A_50N_50C_0S
Gav02_8_a.CEL	GAV02_8.CEL	GAV02	SPRING	GAV02_SPRING	Central	haul_0029	50A_0N_50C_0S
Gav03_27_a.CEL	GAV03_27.CEL	GAV03	SPRING	GAV03_SPRING	Central	haul_0059	0A_50N_50C_0S
Gav03_48_a.CEL	GAV03_48.CEL	GAV03	SPRING	GAV03_SPRING	Central	haul_0059	0A_50N_50C_0S
Gav04_12_a.CEL	GAV04_12.CEL	GAV04	SPRING	GAV04_SPRING	Central	haul_0035	50A_16N_17C_17S
Gav04_14_a.CEL	GAV04_14.CEL	GAV04	SPRING	GAV04_SPRING	Central	haul_0038	50A_16N_17C_17S
Gav04_20_a.CEL	GAV04_20.CEL	GAV04	SPRING	GAV04_SPRING	Central	haul_0065	33A_33N_33C_0S
Gav04_25_a.CEL	GAV04_25.CEL	GAV04	SPRING	GAV04_SPRING	Central	haul_0040	50A_16N_17C_17S
Gav04_26_a.CEL	GAV04_26.CEL	GAV04	SPRING	GAV04_SPRING	Central	haul_0051	0A_50N_50C_0S
Gav04_30_a.CEL	GAV04_30.CEL	GAV04	SPRING	GAV04_SPRING	Central	haul_0061	33A_33N_33C_0S
Gav04_32_a.CEL	GAV04_32.CEL	GAV04	SPRING	GAV04_SPRING	Central	haul_0079	25A_25N_25C_25S
Gav04_35_a.CEL	GAV04_35.CEL	GAV04	SPRING	GAV04_SPRING	Central	haul_0026	50A_0N_50C_0S
Gav04_51_a.CEL	GAV04_51.CEL	GAV04	SPRING	GAV04_SPRING	Central	haul_0040	50A_16N_17C_17S
Gav04_8_a.CEL	GAV04_8.CEL	GAV04	SPRING	GAV04_SPRING	Central	haul_0051	0A_50N_50C_0S
Gav05_13_a.CEL	GAV05_13.CEL	GAV05	SPRING	GAV05_SPRING	Central	haul_0056	0A_50N_50C_0S
Gav05_21_a.CEL	GAV05_21.CEL	GAV05	SPRING	GAV05_SPRING	Central	haul_0035	50A_16N_17C_17S
Gav05_26_a.CEL	GAV05_26.CEL	GAV05	SPRING	GAV05_SPRING	Central	haul_0057	0A_50N_50C_0S
Gav05_27_a.CEL	GAV05_27.CEL	GAV05	SPRING	GAV05_SPRING	Central	haul_0038	50A_16N_17C_17S
Gav05_36_a.CEL	GAV05_36.CEL	GAV05	SPRING	GAV05_SPRING	Central	haul_0028	50A_0N_50C_0S
Gav05_37_a.CEL	GAV05_37.CEL	GAV05	SPRING	GAV05_SPRING	Central	haul_0030	50A_0N_50C_0S
Gav05_49_a.CEL	GAV05_49.CEL	GAV05	SPRING	GAV05_SPRING	Central	haul_0054	0A_50N_50C_0S
Gav07_16_a.CEL	GAV07_16.CEL	GAV07	SPRING	GAV07_SPRING	Central	haul_0031	50A_16N_17C_17S
Gav07_31_a.CEL	GAV07_31.CEL	GAV07	SPRING	GAV07_SPRING	Central	haul_0058	0A_50N_50C_0S
Gav07_58_a.CEL	GAV07_58.CEL	GAV07	SPRING	GAV07_SPRING	Central	haul_0070	33A_33N_33C_0S
Gav07_77_a.CEL	GAV07_77.CEL	GAV07	SPRING	GAV07_SPRING	Central	haul_0024	50A_0N_50C_0S
Gav07_80_a.CEL	GAV07_80.CEL	GAV07	SPRING	GAV07_SPRING	Central	haul_0051	0A_50N_50C_0S
Gav07_8_a.CEL	GAV07_8.CEL	GAV07	SPRING	GAV07_SPRING	Central	haul_0077	25A_25N_25C_25S
Gav07_9_a.CEL	GAV07_9.CEL	GAV07	SPRING	GAV07_SPRING	Central	haul_0074	25A_25N_25C_25S
Gav08_26_a.CEL	GAV08_26.CEL	GAV08	SPRING	GAV08_SPRING	Central	haul_0030	50A_0N_50C_0S
Gav08_29_a.CEL	GAV08_29.CEL	GAV08	SPRING	GAV08_SPRING	Central	haul_0068	33A_33N_33C_0S
Gav08_39_a.CEL	GAV08_39.CEL	GAV08	SPRING	GAV08_SPRING	Central	haul_0024	50A_0N_50C_0S
Gav08_40_a.CEL	GAV08_40.CEL	GAV08	SPRING	GAV08_SPRING	Central	haul_0025	50A_0N_50C_0S
Gav08_54_a.CEL	GAV08_54.CEL	GAV08	SPRING	GAV08_SPRING	Central	haul_0051	0A_50N_50C_0S
Gav08_9_a.CEL	GAV08_9.CEL	GAV08	SPRING	GAV08_SPRING	Central	haul_0077	25A_25N_25C_25S
Gav09_29_a.CEL	GAV09_29.CEL	GAV09	SPRING	GAV09_SPRING	Central	haul_0029	50A_0N_50C_0S
Gav09_32_a.CEL	GAV09_32.CEL	GAV09	SPRING	GAV09_SPRING	Central	haul_0055	0A_50N_50C_0S
Gav09_53_a.CEL	GAV09_53.CEL	GAV09	SPRING	GAV09_SPRING	Central	haul_0080	25A_25N_25C_25S
Gav09_59_a.CEL	GAV09_59.CEL	GAV09	SPRING	GAV09_SPRING	Central	haul_0057	0A_50N_50C_0S
Gav09_65_a.CEL	GAV09_65.CEL	GAV09	SPRING	GAV09_SPRING	Central	haul_0075	25A_25N_25C_25S
Gav09_6_a.CEL	GAV09_6.CEL	GAV09	SPRING	GAV09_SPRING	Central	haul_0021	50A_0N_50C_0S
Gav09_9_a.CEL	GAV09_9.CEL	GAV09	SPRING	GAV09_SPRING	Central	haul_0053	0A_50N_50C_0S
Gav10_24_a.CEL	GAV10_24.CEL	GAV10	SPRING	GAV10_SPRING	Central	haul_0066	33A_33N_33C_0S
Gav10_26_a.CEL	GAV10_26.CEL	GAV10	SPRING	GAV10_SPRING	Central	haul_0076	25A_25N_25C_25S
Gav10_31_a.CEL	GAV10_31.CEL	GAV10	SPRING	GAV10_SPRING	Central	haul_0061	33A_33N_33C_0S
Gav10_49_a.CEL	GAV10_49.CEL	GAV10	SPRING	GAV10_SPRING	Central	haul_0021	50A_0N_50C_0S
Gav10_53_a.CEL	GAV10_53.CEL	GAV10	SPRING	GAV10_SPRING	Central	haul_0051	0A_50N_50C_0S
Gav10_56_a.CEL	GAV10_56.CEL	GAV10	SPRING	GAV10_SPRING	Central	haul_0067	33A_33N_33C_0S
Gav10_69_a.CEL	GAV10_69.CEL	GAV10	SPRING	GAV10_SPRING	Central	haul_0039	50A_16N_17C_17S
Gav10_76_a.CEL	GAV10_76.CEL	GAV10	SPRING	GAV10_SPRING	Central	haul_0062	33A_33N_33C_0S
Gav10_77_a.CEL	GAV10_77.CEL	GAV10	SPRING	GAV10_SPRING	Central	haul_0070	33A_33N_33C_0S
Gav10_79_a.CEL	GAV10_79.CEL	GAV10	SPRING	GAV10_SPRING	Central	haul_0065	33A_33N_33C_0S
Gav10_7_a.CEL	GAV10_7.CEL	GAV10	SPRING	GAV10_SPRING	Central	haul_0054	0A_50N_50C_0S
Gav11_27_a.CEL	GAV11_27.CEL	GAV11	SPRING	GAV11_SPRING	Central	haul_0053	0A_50N_50C_0S
Gav11_37_a.CEL	GAV11_37.CEL	GAV11	SPRING	GAV11_SPRING	Central	haul_0066	33A_33N_33C_0S
Gav11_38_a.CEL	GAV11_38.CEL	GAV11	SPRING	GAV11_SPRING	Central	haul_0059	0A_50N_50C_0S
Gav11_58_a.CEL	GAV11_58.CEL	GAV11	SPRING	GAV11_SPRING	Central	haul_0037	50A_16N_17C_17S
Gav11_60_a.CEL	GAV11_60.CEL	GAV11	SPRING	GAV11_SPRING	Central	haul_0065	33A_33N_33C_0S
Gav11_66_a.CEL	GAV11_66.CEL	GAV11	SPRING	GAV11_SPRING	Central	haul_0026	50A_0N_50C_0S
Gav11_73_a.CEL	GAV11_73.CEL	GAV11	SPRING	GAV11_SPRING	Central	haul_0073	25A_25N_25C_25S
Gav11_84_a.CEL	GAV11_84.CEL	GAV11	SPRING	GAV11_SPRING	Central	haul_0032	50A_16N_17C_17S
Gav11_88_a.CEL	GAV11_88.CEL	GAV11	SPRING	GAV11_SPRING	Central	haul_0025	50A_0N_50C_0S
Gav12_041.CEL	GAV12_041.CEL	GAV12	SPRING	GAV12_SPRING	Central	haul_0021	50A_0N_50C_0S
Gav12_045.CEL	GAV12_045.CEL	GAV12	SPRING	GAV12_SPRING	Central	haul_0028	50A_0N_50C_0S
Gav12_050.CEL	GAV12_050.CEL	GAV12	SPRING	GAV12_SPRING	Central	haul_0022	50A_0N_50C_0S
Gav12_058.CEL	GAV12_058.CEL	GAV12	SPRING	GAV12_SPRING	Central	haul_0070	33A_33N_33C_0S
Gav12_064.CEL	GAV12_064.CEL	GAV12	SPRING	GAV12_SPRING	Central	haul_0030	50A_0N_50C_0S
Gav12_065.CEL	GAV12_065.CEL	GAV12	SPRING	GAV12_SPRING	Central	haul_0030	50A_0N_50C_0S
Gav12_069.CEL	GAV12_069.CEL	GAV12	SPRING	GAV12_SPRING	Central	haul_0065	33A_33N_33C_0S
Gav12_072.CEL	GAV12_072.CEL	GAV12	SPRING	GAV12_SPRING	Central	haul_0062	33A_33N_33C_0S
Gav12_10_a.CEL	GAV12_10.CEL	GAV12	SPRING	GAV12_SPRING	Central	haul_0024	50A_0N_50C_0S
Gav12_15_a.CEL	GAV12_15.CEL	GAV12	SPRING	GAV12_SPRING	Central	haul_0072	25A_25N_25C_25S
Gav12_17_a.CEL	GAV12_17.CEL	GAV12	SPRING	GAV12_SPRING	Central	haul_0075	25A_25N_25C_25S
Gav12_23_a.CEL	GAV12_23.CEL	GAV12	SPRING	GAV12_SPRING	Central	haul_0056	0A_50N_50C_0S
Gav12_25_a.CEL	GAV12_25.CEL	GAV12	SPRING	GAV12_SPRING	Central	haul_0059	0A_50N_50C_0S
Gav12_27_a.CEL	GAV12_27.CEL	GAV12	SPRING	GAV12_SPRING	Central	haul_0066	33A_33N_33C_0S
Gav14_002.CEL	GAV14_002.CEL	GAV14	SPRING	GAV14_SPRING	Central	haul_0055	0A_50N_50C_0S
Gav14_008.CEL	GAV14_008.CEL	GAV14	SPRING	GAV14_SPRING	Central	haul_0051	0A_50N_50C_0S
Gav14_016.CEL	GAV14_016.CEL	GAV14	SPRING	GAV14_SPRING	Central	haul_0060	0A_50N_50C_0S
Gav14_020.CEL	GAV14_020.CEL	GAV14	SPRING	GAV14_SPRING	Central	haul_0059	0A_50N_50C_0S
Gav14_038.CEL	GAV14_038.CEL	GAV14	SPRING	GAV14_SPRING	Central	haul_0071	25A_25N_25C_25S
Gav17_001.CEL	GAV17_001.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0071	25A_25N_25C_25S
Gav17_002.CEL	GAV17_002.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0076	25A_25N_25C_25S
Gav17_003.CEL	GAV17_003.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0073	25A_25N_25C_25S
Gav17_004.CEL	GAV17_004.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0012	50A_50N_0C_0S
Gav17_006.CEL	GAV17_006.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0048	60A_40N_0C_0S
Gav17_007.CEL	GAV17_007.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0043	60A_40N_0C_0S
Gav17_008.CEL	GAV17_008.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0035	50A_16N_17C_17S
Gav17_010.CEL	GAV17_010.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0050	60A_40N_0C_0S
Gav17_012.CEL	GAV17_012.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0048	60A_40N_0C_0S
Gav17_014.CEL	GAV17_014.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0011	50A_50N_0C_0S
Gav17_015.CEL	GAV17_015.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0075	25A_25N_25C_25S
Gav17_017.CEL	GAV17_017.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0022	50A_0N_50C_0S
Gav17_018.CEL	GAV17_018.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0032	50A_16N_17C_17S
Gav17_019.CEL	GAV17_019.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0016	50A_50N_0C_0S
Gav17_021.CEL	GAV17_021.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0050	60A_40N_0C_0S
Gav17_024.CEL	GAV17_024.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0033	50A_16N_17C_17S
Gav17_026.CEL	GAV17_026.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0016	50A_50N_0C_0S
Gav17_027.CEL	GAV17_027.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0072	25A_25N_25C_25S
Gav17_028.CEL	GAV17_028.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0063	33A_33N_33C_0S
Gav17_032.CEL	GAV17_032.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0073	25A_25N_25C_25S
Gav17_034.CEL	GAV17_034.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0049	60A_40N_0C_0S
Gav17_035.CEL	GAV17_035.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0048	60A_40N_0C_0S
Gav17_037.CEL	GAV17_037.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0020	50A_50N_0C_0S
Gav17_039.CEL	GAV17_039.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0079	25A_25N_25C_25S
Gav17_040.CEL	GAV17_040.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0048	60A_40N_0C_0S
Gav17_041.CEL	GAV17_041.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0073	25A_25N_25C_25S
Gav17_042.CEL	GAV17_042.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0042	60A_40N_0C_0S
Gav17_043.CEL	GAV17_043.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0080	25A_25N_25C_25S
Gav17_044.CEL	GAV17_044.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0049	60A_40N_0C_0S
Gav17_045.CEL	GAV17_045.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0061	33A_33N_33C_0S
Gav17_048.CEL	GAV17_048.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0065	33A_33N_33C_0S
Gav17_049.CEL	GAV17_049.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0032	50A_16N_17C_17S
Gav17_050.CEL	GAV17_050.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0080	25A_25N_25C_25S
Gav17_051.CEL	GAV17_051.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0066	33A_33N_33C_0S
Gav17_052.CEL	GAV17_052.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0074	25A_25N_25C_25S
Gav17_053.CEL	GAV17_053.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0018	50A_50N_0C_0S
Gav17_054.CEL	GAV17_054.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0032	50A_16N_17C_17S
Gav17_055.CEL	GAV17_055.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0035	50A_16N_17C_17S
Gav17_056.CEL	GAV17_056.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0029	50A_0N_50C_0S
Gav17_057.CEL	GAV17_057.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0076	25A_25N_25C_25S
Gav17_058.CEL	GAV17_058.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0061	33A_33N_33C_0S
Gav17_059.CEL	GAV17_059.CEL	GAV17	AUTUMN	GAV17_AUTUMN	Autumn	haul_0049	60A_40N_0C_0S
Gav18_001.CEL	GAV18_001.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0080	25A_25N_25C_25S
Gav18_003.CEL	GAV18_003.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0044	60A_40N_0C_0S
Gav18_004.CEL	GAV18_004.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0017	50A_50N_0C_0S
Gav18_005.CEL	GAV18_005.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0021	50A_0N_50C_0S
Gav18_006.CEL	GAV18_006.CEL	GAV18	AUTUMN	GAV18_AUTUMN	Autumn	haul_0027	50A_0N_50C_0S
